Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Stage BC (ft),Max Inflow BC (cfs),Max Cum PRCP (in)
syn_event_1043_L-L-H_1982-09-26_08-00-00_SM3_BF1_SLR4,SUCCESS,11.078333333333333,48,,48530.,0.8290,3.09,May 30 13:52,May 31 00:57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1044_L-H-L_2014-02-12_02-00-00_SM3_BF1_SLR4,SUCCESS,9.004444444444445,40,,45522.,0.7535,0.85,May 28 01:10,May 28 10:10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1044_L-L-H_2014-07-12_21-00-00_SM3_BF1_SLR4,Failed,N/A,0,,NaN,0.0000000000,0.84,May 30 13:52,May 30 15:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1045_L-H-L_2008-09-20_08-00-00_SM3_BF1_SLR4,SUCCESS,10.074166666666667,44,,24245.,0.3686,2.09,May 28 01:10,May 28 11:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1045_L-L-H_2018-01-29_09-00-00_SM3_BF1_SLR4,SUCCESS,9.874444444444444,40,,33096.,0.5463,2.71,May 30 13:52,May 30 23:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1046_L-H-L_2017-10-17_14-00-00_SM3_BF1_SLR4,SUCCESS,8.158055555555556,36,,37163.,0.6414,1.09,May 28 01:09,May 28 09:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1046_L-L-H_1996-12-07_21-00-00_SM3_BF1_SLR4,SUCCESS,10.311944444444444,44,,42545.,0.7294,0.54,May 30 13:52,May 31 00:11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1047_L-H-L_1985-09-14_04-00-00_SM3_BF1_SLR4,SUCCESS,9.496944444444443,40,,53081.,0.8349,0.83,May 28 01:10,May 28 10:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1047_L-L-H_2014-11-25_20-00-00_SM3_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,May 30 13:49,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1048_L-H-L_1992-02-06_07-00-00_SM3_BF1_SLR4,SUCCESS,11.955833333333333,48,,34180.,0.5539,3.04,May 28 01:10,May 28 13:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1048_L-L-H_2014-11-25_20-00-00_SM3_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,May 30 13:50,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_104_H-H-H_2005-02-27_17-00-00_SM3_BF1_SLR4,SUCCESS,14.428888888888888,60,,28208.,0.4306,3.11,May 27 01:36,May 27 16:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_104_H-H-L_2016-01-05_13-00-00_SM3_BF1_SLR4,SUCCESS,8.346666666666668,36,,31883.,0.4938,0.66,May 27 01:53,May 27 10:14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_104_H-L-H_1979-04-25_09-00-00_SM3_BF1_SLR4,SUCCESS,13.895833333333332,56,,88227.,1.436,2.79,May 27 02:06,May 27 16:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_104_H-L-L_2006-01-14_08-00-00_SM3_BF1_SLR4,SUCCESS,7.543888888888889,32,,17867.,0.3112,0.16,May 27 02:06,May 27 09:39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_104_L-H-H_1998-02-15_20-00-00_SM3_BF1_SLR4,SUCCESS,11.873333333333333,48,,47793.,0.7376,3.06,May 28 01:10,May 28 13:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_104_L-H-L_2008-09-20_08-00-00_SM3_BF1_SLR4,SUCCESS,9.025555555555556,40,,45237.,0.8217,47.00,May 28 01:09,May 28 10:11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_104_L-L-H_1981-03-22_21-00-00_SM3_BF1_SLR4,SUCCESS,10.05,44,,34643.,0.5448,1.06,May 30 13:52,May 30 23:55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1050_L-H-L_1996-10-04_22-00-00_SM3_BF1_SLR4,SUCCESS,8.454444444444444,36,,46563.,0.7857,0.31,May 28 01:08,May 28 09:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1050_L-L-H_1999-01-24_06-00-00_SM3_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,May 30 13:50,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1051_L-H-L_2015-11-09_02-00-00_SM3_BF1_SLR4,SUCCESS,7.543333333333333,32,,41283.,0.6925,0.52,May 28 01:10,May 28 08:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1051_L-L-H_2014-03-17_18-00-00_SM3_BF1_SLR4,SUCCESS,9.174444444444443,40,,36353.,0.6054,2.87,May 30 13:52,May 30 23:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1052_L-H-L_1995-09-05_13-00-00_SM3_BF1_SLR4,SUCCESS,11.600277777777777,48,,20652.,0.2706,2.71,May 28 01:09,May 28 12:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1052_L-L-H_1983-12-29_04-00-00_SM3_BF1_SLR4,SUCCESS,9.226944444444445,40,,23569.,0.3850,2.88,May 30 13:52,May 30 23:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1053_L-L-H_2023-11-16_23-00-00_SM3_BF1_SLR4,SUCCESS,9.084722222222222,40,,30116.,0.4515,1.01,May 30 13:52,May 30 22:57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1054_L-H-L_2005-04-16_09-00-00_SM3_BF1_SLR4,SUCCESS,6.966944444444445,28,,19969.,0.3190,0.67,May 28 01:08,May 28 08:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1054_L-L-H_2014-11-25_20-00-00_SM3_BF1_SLR4,SUCCESS,10.640277777777778,44,,31654.,0.5023,3.11,May 30 13:52,May 31 00:31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1055_L-H-L_2014-08-25_03-00-00_SM3_BF1_SLR4,SUCCESS,11.573055555555555,48,,55771.,0.9287,3.19,May 28 01:08,May 28 12:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1055_L-L-H_2010-03-11_20-00-00_SM3_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,May 30 13:49,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1056_L-H-L_1993-03-19_02-00-00_SM3_BF1_SLR4,SUCCESS,8.013333333333334,36,,62337.,1.005,1.06,May 28 01:09,May 28 09:10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1056_L-L-H_1982-03-06_07-00-00_SM3_BF1_SLR4,SUCCESS,8.652222222222223,36,,84292.,1.522,1.39,May 30 13:56,May 30 22:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1057_L-H-L_1989-02-18_04-00-00_SM3_BF1_SLR4,SUCCESS,10.145277777777777,44,,24111.,0.3865,5.12,May 28 01:09,May 28 11:17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1057_L-L-H_2014-11-25_20-00-00_SM3_BF1_SLR4,SUCCESS,11.426388888888889,48,,27486.,0.4203,3.17,May 30 13:56,May 31 01:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1058_L-H-L_1986-01-24_17-00-00_SM3_BF1_SLR4,SUCCESS,8.525277777777779,36,,58237.,1.058,0.68,May 28 01:08,May 28 09:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1058_L-L-H_2002-12-24_22-00-00_SM3_BF1_SLR4,SUCCESS,8.872222222222224,36,,38535.,0.6236,1.05,May 30 13:56,May 30 22:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1059_L-H-L_1998-08-02_12-00-00_SM3_BF1_SLR4,SUCCESS,9.633055555555556,40,,20331.,0.3254,2.05,May 28 01:10,May 28 10:48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1059_L-L-H_2018-04-10_02-00-00_SM3_BF1_SLR4,SUCCESS,9.396666666666667,40,,18540.,0.3094,47.00,May 30 13:56,May 30 23:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_105_H-H-H_2017-10-01_00-00-00_SM3_BF1_SLR4,SUCCESS,15.6925,64,,97282.,1.569,3.19,May 27 01:36,May 27 17:17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_105_H-H-L_2002-05-22_12-00-00_SM3_BF1_SLR4,SUCCESS,9.417777777777777,40,,49782.,0.8074,4.31,May 27 01:53,May 27 11:18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_105_H-L-H_1979-04-25_09-00-00_SM3_BF1_SLR4,SUCCESS,10.42,44,,42085.,0.8049,2.90,May 27 02:06,May 27 12:31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_105_H-L-L_2013-02-10_21-00-00_SM3_BF1_SLR4,SUCCESS,9.45,40,,32025.,0.5571,2.23,May 27 02:07,May 27 11:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_105_L-H-H_1998-02-15_20-00-00_SM3_BF1_SLR4,SUCCESS,10.948333333333334,44,,59126.,0.8865,2.85,May 28 01:10,May 28 12:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_105_L-H-L_2022-12-13_11-00-00_SM3_BF1_SLR4,SUCCESS,11.272222222222224,48,,48406.,0.8456,3.04,May 28 01:10,May 28 12:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_105_L-L-H_1996-01-01_12-00-00_SM3_BF1_SLR4,SUCCESS,11.002777777777778,48,,39703.,0.6501,0.67,May 30 13:56,May 31 00:56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1060_L-H-L_1997-05-28_10-00-00_SM3_BF1_SLR4,SUCCESS,8.25361111111111,36,,60621.,1.136,0.51,May 28 01:11,May 28 09:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1060_L-L-H_2003-09-26_16-00-00_SM3_BF1_SLR4,SUCCESS,8.516111111111112,36,,17107.,0.2872,1.55,May 30 13:56,May 30 22:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1061_L-H-L_2022-05-10_23-00-00_SM3_BF1_SLR4,SUCCESS,9.416944444444443,40,,31554.,0.5035,2.65,May 28 01:09,May 28 10:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1061_L-L-H_2002-12-10_02-00-00_SM3_BF1_SLR4,SUCCESS,10.859444444444444,44,,27030.,0.4273,2.72,May 30 13:56,May 31 00:47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1062_L-H-L_2017-10-17_14-00-00_SM3_BF1_SLR4,SUCCESS,8.896944444444443,36,,41237.,0.6191,3.18,May 28 01:09,May 28 10:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1062_L-L-H_1987-03-29_19-00-00_SM3_BF1_SLR4,SUCCESS,9.636111111111111,40,,19523.,0.3337,47.00,May 30 13:56,May 30 23:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1063_L-L-H_2002-12-10_02-00-00_SM3_BF1_SLR4,SUCCESS,10.119166666666667,44,,44197.,0.7213,2.73,May 30 13:56,May 31 00:03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1064_L-H-L_2019-04-02_02-00-00_SM3_BF1_SLR4,SUCCESS,9.009444444444444,40,,24503.,0.3991,0.84,May 28 01:11,May 28 10:12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1064_L-L-H_2009-12-05_02-00-00_SM3_BF1_SLR4,SUCCESS,9.884722222222221,40,,21112.,0.3624,5.09,May 30 13:56,May 30 23:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1065_L-H-L_1993-02-10_08-00-00_SM3_BF1_SLR4,SUCCESS,8.335555555555556,36,,23471.,0.3763,0.56,May 28 01:09,May 28 09:29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1065_L-L-H_2020-06-07_02-00-00_SM3_BF1_SLR4,SUCCESS,11.191944444444445,48,,45801.,0.7422,3602.28,May 30 13:56,May 31 01:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1066_L-H-L_2019-11-16_23-00-00_SM3_BF1_SLR4,SUCCESS,7.913611111111112,32,,32764.,0.5638,47.00,May 28 01:09,May 28 09:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1067_L-H-L_1998-02-07_13-00-00_SM3_BF1_SLR4,SUCCESS,6.999722222222222,28,,17781.,0.2791,47.00,May 28 01:08,May 28 08:08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1067_L-L-H_1984-04-04_01-00-00_SM3_BF1_SLR4,SUCCESS,10.008611111111112,44,,82311.,1.229,2.78,May 30 13:56,May 30 23:56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1068_L-H-L_1984-01-21_08-00-00_SM3_BF1_SLR4,SUCCESS,9.922777777777776,40,,89336.,1.482,1.20,May 28 01:09,May 28 11:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1068_L-L-H_1994-06-08_15-00-00_SM3_BF1_SLR4,SUCCESS,7.9425,32,,34531.,0.6233,1.23,May 30 13:56,May 30 21:52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1069_L-H-L_1984-09-18_12-00-00_SM3_BF1_SLR4,SUCCESS,7.588888888888889,32,,19379.,0.3488,0.56,May 28 01:08,May 28 08:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1069_L-L-H_2020-06-07_02-00-00_SM3_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,May 30 13:53,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_106_H-H-H_2011-10-08_12-00-00_SM3_BF1_SLR4,SUCCESS,12.627500000000001,52,,88532.,1.298,2.24,May 27 01:36,May 27 14:13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_106_H-H-L_2006-02-26_15-00-00_SM3_BF1_SLR4,SUCCESS,9.884166666666665,40,,34202.,0.4974,0.34,May 27 01:53,May 27 11:46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_106_H-L-H_2007-12-16_11-00-00_SM3_BF1_SLR4,SUCCESS,10.276944444444446,44,,46490.,0.7592,1.09,May 27 02:06,May 27 12:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_106_H-L-L_2007-04-15_11-00-00_SM3_BF1_SLR4,SUCCESS,8.485833333333332,36,,29442.,0.4728,1.07,May 27 02:07,May 27 10:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_106_L-H-H_1998-02-15_20-00-00_SM3_BF1_SLR4,SUCCESS,11.172777777777776,48,,63654.,1.011,2.88,May 28 01:11,May 28 12:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_106_L-H-L_1984-01-21_08-00-00_SM3_BF1_SLR4,SUCCESS,9.666111111111112,40,,20428.,0.3431,2.88,May 28 01:09,May 28 10:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_106_L-L-H_1990-06-23_10-00-00_SM3_BF1_SLR4,SUCCESS,6.778333333333333,28,,28845.,0.5302,0.82,May 30 13:56,May 30 20:42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1070_L-H-L_2015-11-09_02-00-00_SM3_BF1_SLR4,SUCCESS,9.816666666666666,40,,21187.,0.3713,0.66,May 28 01:08,May 28 10:57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1070_L-L-H_1999-11-02_07-00-00_SM3_BF1_SLR4,SUCCESS,7.044444444444444,32,,24078.,0.3906,0.84,May 30 13:56,May 30 20:58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1071_L-H-L_1985-10-29_17-00-00_SM3_BF1_SLR4,SUCCESS,11.390833333333333,48,,28356.,0.4807,1.15,May 28 01:09,May 28 12:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1071_L-L-H_2010-03-11_20-00-00_SM3_BF1_SLR4,SUCCESS,11.591944444444445,48,,25551.,0.3403,2.81,May 30 13:56,May 31 01:31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1072_L-H-L_1999-02-22_11-00-00_SM3_BF1_SLR4,SUCCESS,9.420833333333333,40,,17933.,0.2845,1.88,May 28 01:09,May 28 10:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1073_L-H-L_1999-09-03_23-00-00_SM3_BF1_SLR4,SUCCESS,9.518055555555556,40,,34142.,0.5862,47.00,May 28 01:10,May 28 10:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1073_L-L-H_2019-01-27_21-00-00_SM3_BF1_SLR4,SUCCESS,8.41861111111111,36,,30002.,0.4967,2.81,May 30 13:56,May 30 22:21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1074_L-H-L_2011-08-26_14-00-00_SM3_BF1_SLR4,SUCCESS,8.51361111111111,36,,55826.,0.7768,0.87,May 28 01:10,May 28 09:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1074_L-L-H_1998-03-09_08-00-00_SM3_BF1_SLR4,SUCCESS,7.633611111111111,32,,50972.,0.7867,0.40,May 30 13:55,May 30 21:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1075_L-H-L_1983-03-17_06-00-00_SM3_BF1_SLR4,SUCCESS,8.920833333333333,36,,109433.,1.883,1.85,May 28 01:11,May 28 10:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1075_L-L-H_2020-06-07_02-00-00_SM3_BF1_SLR4,Failed,N/A,0,,57651.,1.139,18378.95,May 30 13:56,May 30 18:47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1076_L-H-L_1993-02-07_06-00-00_SM3_BF1_SLR4,SUCCESS,8.896388888888888,36,,51028.,0.8446,3.15,May 28 01:10,May 28 10:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1076_L-L-H_2017-04-04_17-00-00_SM3_BF1_SLR4,SUCCESS,8.562222222222223,36,,26384.,0.4282,47.00,May 30 14:00,May 30 22:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1077_L-L-H_2011-01-26_00-00-00_SM3_BF1_SLR4,SUCCESS,11.238888888888889,48,,40096.,0.6503,1.37,May 30 14:00,May 31 01:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1078_L-H-L_2008-09-24_00-00-00_SM3_BF1_SLR4,SUCCESS,10.206388888888888,44,,55307.,0.8075,1.43,May 28 01:11,May 28 11:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1078_L-L-H_2009-12-05_02-00-00_SM3_BF1_SLR4,SUCCESS,10.112777777777778,44,,39967.,0.6665,2.83,May 30 14:00,May 31 00:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1079_L-H-L_1992-02-06_07-00-00_SM3_BF1_SLR4,SUCCESS,10.241666666666665,44,,55907.,0.9444,1.07,May 28 01:11,May 28 11:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1079_L-L-H_1996-03-29_01-00-00_SM3_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,May 30 13:57,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_107_H-H-H_2009-05-18_15-00-00_SM3_BF1_SLR4,SUCCESS,21.328333333333333,88,,83402.,1.206,4.51,May 27 01:36,May 27 22:55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_107_H-H-L_2023-06-04_15-00-00_SM3_BF1_SLR4,SUCCESS,8.284444444444444,36,,34362.,0.4941,1.19,May 27 01:53,May 27 10:10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_107_H-L-H_2018-12-20_15-00-00_SM3_BF1_SLR4,SUCCESS,10.026944444444446,44,,33369.,0.5676,1.52,May 27 02:06,May 27 12:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_107_H-L-L_1990-11-30_12-00-00_SM3_BF1_SLR4,SUCCESS,9.689444444444444,40,,73281.,1.362,1.88,May 27 02:07,May 27 11:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_107_L-H-H_1986-01-10_08-00-00_SM3_BF1_SLR4,SUCCESS,10.2,44,,27982.,0.4495,2.88,May 28 01:10,May 28 11:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_107_L-H-L_2002-08-07_16-00-00_SM3_BF1_SLR4,SUCCESS,9.821111111111112,40,,25035.,0.4114,2.88,May 28 01:10,May 28 10:59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_107_L-L-H_2020-09-28_02-00-00_SM3_BF1_SLR4,SUCCESS,7.341944444444444,32,,21597.,0.3858,0.68,May 30 13:59,May 30 21:20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1080_L-H-L_2016-10-12_01-00-00_SM3_BF1_SLR4,SUCCESS,10.490555555555554,44,,29054.,0.4608,1.13,May 28 01:10,May 28 11:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1080_L-L-H_1993-10-30_16-00-00_SM3_BF1_SLR4,Running,N/A,0,,N/A,N/A,N/A,May 30 13:57,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1081_L-H-L_2014-12-08_05-00-00_SM3_BF1_SLR4,SUCCESS,8.893333333333333,36,,28626.,0.4607,0.58,May 28 01:10,May 28 10:03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1082_L-H-L_2024-05-20_14-00-00_SM3_BF1_SLR4,SUCCESS,9.768333333333334,40,,36742.,0.5857,1.32,May 28 01:10,May 28 10:56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1082_L-L-H_2002-11-16_22-00-00_SM3_BF1_SLR4,SUCCESS,9.423333333333332,40,,43756.,0.7920,1.13,May 30 14:00,May 30 23:25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1083_L-H-L_1986-12-22_08-00-00_SM3_BF1_SLR4,SUCCESS,11.878055555555555,48,,51746.,0.7813,1.21,May 28 01:09,May 28 13:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1084_L-H-L_2022-12-13_11-00-00_SM3_BF1_SLR4,SUCCESS,9.21111111111111,40,,30843.,0.5160,0.99,May 28 01:09,May 28 10:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1084_L-L-H_2019-10-07_22-00-00_SM3_BF1_SLR4,SUCCESS,10.715555555555556,44,,37867.,0.6769,2.64,May 30 14:00,May 31 00:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1085_L-H-L_2024-02-04_00-00-00_SM3_BF1_SLR4,SUCCESS,10.071666666666667,44,,59600.,1.016,3.15,May 28 01:09,May 28 11:13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1085_L-L-H_1999-01-24_06-00-00_SM3_BF1_SLR4,SUCCESS,11.261388888888888,48,,81331.,1.339,3.16,May 30 14:00,May 31 01:16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1086_L-H-L_2024-02-04_00-00-00_SM3_BF1_SLR4,SUCCESS,11.921388888888888,48,,50964.,0.8131,3.15,May 28 01:11,May 28 13:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1086_L-L-H_1991-03-17_04-00-00_SM3_BF1_SLR4,SUCCESS,10.136944444444444,44,,54824.,0.8768,2.90,May 30 14:00,May 31 00:08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1087_L-H-L_2024-02-04_00-00-00_SM3_BF1_SLR4,SUCCESS,9.784444444444444,40,,55432.,0.8605,3.17,May 28 01:09,May 28 10:57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_1087_L-L-H_1999-01-24_06-00-00_SM3_BF1_SLR4,SUCCESS,10.113888888888889,44,,72620.,1.212,3.17,May 30 14:00,May 31 00:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_108_H-H-H_2011-10-08_12-00-00_SM3_BF1_SLR4,SUCCESS,19.231111111111108,80,,85442.,1.113,2.92,May 27 01:36,May 27 20:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_108_H-H-L_2015-12-04_11-00-00_SM3_BF1_SLR4,SUCCESS,8.911111111111111,36,,73512.,1.235,0.37,May 27 01:53,May 27 10:48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_108_H-L-L_2004-11-09_14-00-00_SM3_BF1_SLR4,SUCCESS,7.364166666666667,32,,30531.,0.5999,0.27,May 27 02:07,May 27 09:29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_108_L-H-L_2009-12-24_23-00-00_SM3_BF1_SLR4,SUCCESS,10.464166666666666,44,,30830.,0.5429,0.87,May 28 01:10,May 28 11:38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_108_L-L-H_2004-03-16_09-00-00_SM3_BF1_SLR4,SUCCESS,10.573888888888888,44,,60538.,0.9474,2.45,May 30 14:00,May 31 00:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_109_H-H-H_2011-10-08_12-00-00_SM3_BF1_SLR4,SUCCESS,19.786944444444448,80,,86133.,1.170,2.21,May 27 01:36,May 27 21:23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
